text,book
یکی شیر بگسست و آمد به راه,bahram
ازان می همی کفشگر مست بود,bahram
به دیده ندید آنچ بایست بود,bahram
بشد تیز و بر شیر غران نشست,bahram
بیازید و بگرفت گوشش به دست,bahram
بران شیر غران پسر شیر بود,bahram
جوان از بر و شر در زیر بود,bahram
همی شد دوان شیروان چون نوند,bahram
به یک دست زنجیر و دیگر کمند,bahram
چو آن شیربان جهاندار شاه,bahram
بیامد ز خانه بدان جایگاه,bahram
یکی کفشگر دید بر پشت شیر,bahram
نشسته چو بر خر سواری دلیر,bahram
بیامد دوان تا در بارگاه,bahram
دلیر اندر آمد به نزدیک شاه,bahram
بگفت آن دلیری کزو دیده بود,bahram
به دیده بدید آنچ نشنیده بود,bahram
جهاندار زان در شگفتی بماند,bahram
همه موبدان و ردان را بخواند,bahram
به موبد چنین گفت کاین کفشگر,bahram
نگه کن که تا از که دارد گهر,bahram
همان مادرش چون سخن شد دراز,bahram
دوان شد بر شاه و بگشاد راز,bahram
نخست آفرین کرد بر شهریار,bahram
که شادان بزی تا بود روزگار,bahram
چنین گفت کاین نورسیده به جای,bahram
یکی زن گزین کرد و شد کدخدای,bahram
به کار اندرون نایژه سست بود,bahram
دلش گفتی از سست خودرست بود,bahram
بدادم سه جام نبیدش نهان,bahram
که ماند کس از تخم او در جهان,bahram
هم‌اندر زمان لعل گشتش رخان,bahram
نمد سر برآورد و گشت استخوان,bahram
نژادش نبد جز سه جام نبید,bahram
که دانست کاین شاه خواهد شنید,bahram
بخندید زان پیرزن شاه گفت,bahram
که این داستان را نشاید نهفت,bahram
به موبد چنین گفت کاکنون نبید,bahram
حلالست میخواره باید گزید,bahram
که چندان خورد می که بر نره شیر,bahram
نشیند نیارد ورا شیر زیر,bahram
نه چندان که چشمش کلاغ سیاه,bahram
همی برکند رفته از نزد شاه,bahram
خروشی برآمد هم‌انگه ز در,bahram
که ای پهلوانان زرین کمر,bahram
به اندازه‌بر هرکسی می خورید,bahram
به آغاز و فرجام خود بنگرید,bahram
چو می‌تان به شادی بود رهنمون,bahram
بکوشید تا تن نگردد زبون,bahram
*بخش ۹*,bahram
بیامد سوم روز شبگیر شاه,bahram
سوی دشت نخچیرگه با سپاه,bahram
به دست چپش هرمز کدخدای,bahram
سوی راستش موبد پاک‌رای,bahram
برو داستانها همی خواندند,bahram
ز جم و فریدون سخن راندند,bahram
سگ و یوز در پیش و شاهین و باز,bahram
همی تا به سر برد روز دراز,bahram
چو خورشید تابان به گنبد رسید,bahram
به جایی پی گور و آهو ندید,bahram
چو خورشید تابان درم ساز گشت,bahram
ز نخچیرگه تنگدل بازگشت,bahram
به پیش اندر آمد یکی سبز جای,bahram
بسی اندرو مردم و چارپای,bahram
ازان ده فراوان به راه آمدند,bahram
نظاره به پیش سپاه آمدند,bahram
جهاندار پرخشم و پرتاب بود,bahram
همی خواست کاید بدان ده فرود,bahram
نکردند زیشان کسی آفرین,bahram
تو گفتی ببست آن خران را زمین,bahram
ازان مردمان تنگدل گشت شاه,bahram
به خوبی نکرد اندر ایشان نگاه,bahram
به موبد چنین گفت کاین سبز جای,bahram
پر از خانه و مردم و چارپای,bahram
کنام دد و دام و نخچیر باد,bahram
به جوی اندرون آب چون قیر باد,bahram
بدانست موبد که فرمان شاه,bahram
چه بود اندران سوی ده شد ز راه,bahram
بدیشان چنین گفت کاین سبزجای,bahram
پر از خانه و مردم و چارپای,bahram
خوش آمد شهنشاه بهرام را,bahram
یکی تازه کرد اندرین کام را,bahram
دگر گفت موبد بدان مردمان,bahram
که جاوید دارید دل شادمان,bahram
شما را همه یکسره کرد مه,bahram
بدان تا کند شهره این خوب ده,bahram
بدین ده زن و کودکان مهترند,bahram
کسی را نباید که فرمان برند,bahram
بدین ده چه مزدور و چه کدخدای,bahram
به یک راه باید که دارند جای,bahram
زن و کودک و مرد جمله مهید,bahram
یکایک همه کدخدای دهید,bahram
خروشی برآمد ز پرمایه ده,bahram
ز شادی که گشتند همواره مه,bahram
زن و مرد ازان پس یکی شد به رای,bahram
پرستار و مزدور با کدخدای,bahram
چو ناباک شد مرد برنا به ده,bahram
بریدند ناگه سر مرد مه,bahram
همه یک به دیگر برآمیختند,bahram
به هرجای بی‌راه خون ریختند,bahram
چو برخاست زان روستا رستخیز,bahram
گرفتند ناگاه ازان ده گریز,bahram
بماندند پیران ابی پای و پر,bahram
بشد آلت ورزش و ساز و بر,bahram
همه ده به ویرانی آورد روی,bahram
درختان شده خشک و بی‌آب جوی,bahram
شده دست ویران و ویران سرای,bahram
رمیده ازو مردم و چارپای,bahram
چو یک سال بگذشت و آمد بهار,bahram
بران ره به نخچیر شد شهریار,bahram
بران جای آباد خرم رسید,bahram
نگه کرد و بر جای بر ده ندید,bahram
درختان همه خشک و ویران‌سرای,bahram
همه مرز بی‌مردم و چارپای,bahram
دل شاه بهرام ناشاد گشت,bahram
ز یزدان بترسید و پر داد گشت,bahram
به موبد چنین گفت کای روزبه,bahram
دریغست ویران چنین خوب ده,bahram
برو تیز و آباد گردان بگه نج,bahram
چنان کن کزین پس نبینند رنج,bahram
ز پیش شهنشاه موبد برفت,bahram
از آنجا به ویران خرامید تفت,bahram
ز برزن همی سوی برزن شتافت,bahram
بفرجام بیکار پیری بیافت,bahram
فرود آمد از باره بنواختش,bahram
بر خویش نزدیک بنشاختش,bahram
بدو گفت کای خواجهٔ سالخورد,bahram
چنین جای آباد ویران که کرد,bahram
چنین داد پاسخ که یک روزگار,bahram
گذر کرد بر بوم ما شهریار,bahram
بیامد یکی بی‌خرد موبدی,bahram
ازان نامداران بی‌بر بدی,bahram
بما گفت یکسر همه مهترید,bahram
نگر تا کسی را به کس نشمرید,bahram
بگفت این و این ده پرآشوب گشت,bahram
پر از غارت و کشتن و چوب گشت,bahram
که یزدان ورا یار به اندازه باد,bahram
غم و مرگ و سختی بر و تازه باد,bahram
همه کار این جا پر از تیرگیست,bahram
چنان شد که بر ما بباید گریست,bahram
ازین گفته پردرد شد روزبه,bahram
بپرسید و گفت از شما کیست مه,bahram
چنین داد پاسخ که مهتر بود,bahram
به جایی که تخم گیا بر بود,bahram
بدو روزبه گفت مهتر تو باش,bahram
بدین جای ویران به سر بر تو باش,bahram
ز گنج جهاندار دینار خواه,bahram
هم از تخم و گاو و خر و بار خواه,bahram
بکش هرک بیکار بینی به ده,bahram
همه کهترانند یکسر تو مه,bahram
بدان موبد پیش نفرین مکن,bahram
نه بر آرزو راند او این سخن,bahram
اگر یار خواهی ز درگاه شاه,bahram
فرستمت چندانک خواهی بخواه,bahram
چو بشنید پیر این سخن شاد شد,bahram
از اندوه دیرینه آزاد شد,bahram
هم‌انگه سوی خانه شد مرد پیر,bahram
بیاورد مردم سوی آبگیر,bahram
زمین را به آباد کردن گرفت,bahram
همه مرزها را سپردن گرفت,bahram
ز همسایگان گاو و خر خواستند,bahram
همه دشت یکسر بیاراستند,bahram
خود و مرزداران بکوشید سخت,bahram
بکشتند هرجای چندی درخت,bahram
چو یک برزن نیک آباد شد,bahram
دل هرک دید اندران شاد شد,bahram
ازان جای هرکس که بگریختی,bahram
به مژگان همی خون فرو ریختی,bahram
چو آگاهی آمد ز آباد جای,bahram
هم از رنج این پیر سر کدخدای,bahram
یکایک سوی ده نهادند روی,bahram
به هر برزن آباد کردند جوی,bahram
همان مرغ و گاو و خر و گوسفند,bahram
یکایک برافزود بر کشتمند,bahram
درختی به هر جای هرکس بکشت,bahram
شد آن جای ویران چو خرم بهشت,bahram
به سالی سه دیگر بیاراست ده,bahram
برآمد ز ورزش همه کام مه,bahram
چو آمد به هنگام خرم بهار,bahram
سوی دشت نخچیر شد شهریار,bahram
ابا موبدش نام او روزبه,bahram
چو هر دو رسیدند نزدیک ده,bahram
نگه کرد فرخنده بهرام گور,bahram
جهان دید پرکشتمند و ستور,bahram
برآورده زو کاخهای بلند,bahram
همه راغ و هامون پر از گوسفند,bahram
همه راغ آب و همه دشت جوی,bahram
همه ده پر از مردم خوب‌روی,bahram
پراگنده بر کوه و دشتش بره,bahram
بهشتی شده بوم او یکسره,bahram
به موبد چنین گفت کای روزبه,bahram
چه کردی که ویران بد این خوب ده,bahram
پراگنده زو مردم و چارپای,bahram
چه دادی که آباد کردند جای,bahram
